,Nom,Mouvement,summary,sum_lem,mvm_label
507,Dino_Buzzati,absurde,"Dino Buzzati Traverso, connu sous le nom de Dino Buzzati, né le 16 octobre 1906 à San Pellegrino di Belluno en Vénétie, mort le 28 janvier 1972 à Milan, est un journaliste (au Corriere della Sera), peintre et écrivain italien dont l'œuvre la plus célèbre est le roman intitulé Le Désert des Tartares. De son métier de journaliste lui vient l'habitude de chercher des thèmes et des récits de la vie quotidienne et d'en faire ressortir l'aspect insolite, parfois fantastique.",Dino Buzzati Traverso connaître sous nom Dino Buzzati naître 16 octobre 1906 San Pellegrino di Belluno vénétie mourir 28 janvier 1972 Milan journaliste Corriere della Sera peintr écrivain italien dont œuvre plus célèbre roman intituler le désert tartare de métier journaliste venir habitude chercher thème récit vie quotidienne faire ressortir aspect insolite parfois fantastique,13
508,Eugène_Ionesco,absurde,"Eugène Ionesco, né Eugen Dimitri Ionescu () le 26 novembre 1909 à Slatina (Roumanie) et mort le 28 mars 1994 à Paris 14e (France), est un dramaturge et écrivain de langue française roumano-français.
Il passe une grande partie de sa vie à voyager entre la France et la Roumanie ; représentant majeur du théâtre de l'absurde en France, il écrit de nombreuses œuvres dont les plus connues sont La Cantatrice chauve (1950), Les Chaises (1952), Rhinocéros (1959) et Le roi se meurt (1962).",eugène Ionesco naître Eugen Dimitri Ionescu 26 novembre 1909 Slatina Roumanie mourir 28 mars 1994 Paris 14 France dramaturge écrivain langue français roumano français il passer grand partie vie voyager entre France Roumanie représentant majeur théâtre absurde France écrire nombreux œuvre dont plus connu le cantatrice chauve 1950 le chaise 1952 Rhinocéros 1959 le roi mourir 1962,13
509,Samuel_Beckett,absurde,"Samuel Beckett, né le 13 avril 1906 à Foxrock (Dublin) et mort le 22 décembre 1989 à Paris, est un écrivain, poète et dramaturge irlandais d'expression principalement française et anglaise, récipiendaire du prix Nobel de littérature en 1969.
Il est l'auteur de romans, tels que Molloy, Malone meurt et L'Innommable et de poésies en prose, mais il est surtout connu pour son œuvre théâtrale. Sa pièce de théâtre la plus célèbre est En attendant Godot, chef-d'œuvre du théâtre de l'absurde. Son œuvre est austère et minimaliste, ce qui est généralement interprété comme l'expression d'un profond pessimisme face à la condition humaine. Ce pessimisme n'exclut cependant pas l'humour, omniprésent chez l'auteur, l'un étant au service de l'autre, pris dans le cadre plus large d'une immense entreprise de dérision.
Avec le temps, il traite ces thèmes dans un style de plus en plus lapidaire, tendant à rendre sa langue de plus en plus concise et sèche. En 1969, il reçoit le prix Nobel de littérature pour « son œuvre, qui à travers un renouvellement des formes du roman et du théâtre, prend son élévation dans la destitution de l'homme moderne ».",Samuel Beckett naître 13 avril 1906 foxrock Dublin mort 22 décembre 1989 Paris écrivain poète dramaturge irlandais expression principalement français anglaise récipiendaire prix Nobel littérature 1969 il auteur roman tel Molloy Malone meurt Innommable poésie prose surtout connaître œuvre théâtral son pièce théâtre plus célèbre en attendre Godot chef œuvre théâtre absurde son œuvre austère minimaliste généralement interpréter comme expression profond pessimisme face condition humain ce pessimisme exclure cependant humour omniprésent chez auteur service autre prendre cadre plus large immense entreprendre dérision avec temps traire thème style plus plus lapidaire tendre rendre langue plus plus concis sec en 1969 recevoir prix Nobel littérature œuvre travers renouvellement forme roman théâtre prendre élévation destitution homme moderne,13
510,Fernando_Arrabal,absurde,"Fernando Arrabal [feɾˈnando arrˈaβal], né le 11 août 1932 à Melilla (Espagne), est un poète, romancier, essayiste, dramaturge et cinéaste espagnol. 
Il vit en France depuis 1955, et est un « desterrado ».
Il a réalisé sept longs-métrages. Il a publié une centaine de pièces de théâtre, quatorze romans, huit cents livres de poésie, plusieurs essais et sa célèbre Lettre au général Franco du vivant du dictateur. Son théâtre complet est publié en de nombreuses langues (en deux volumes de plus de deux mille pages).
Il est cofondateur du mouvement Panique avec Roland Topor, Christian Zeimert et Alejandro Jodorowsky, et Transcendant satrape du Collège de 'Pataphysique depuis 1990. Pour le dramaturge, le Panique est une « manière d’être [...] régie par la confusion, l'humour, la terreur, le hasard et l'euphorie » (Panique, Manifeste pour le troisième millénaire). Des thèmes récurrents dans son art.  
Influencé par Lewis Carroll et son monde magique, mais aussi par Kafka, Beckett, Artaud ou encore Alfred Jarry, il a brisé les conventions, notamment au théâtre.   
Ami d'Andy Warhol et de Tristan Tzara, il a passé trois années avec le groupe surréaliste d'André Breton. Le critique dramatique Mel Gussow (en) l'a considéré comme l'unique survivant des « quatre avatars de la modernité ».

« Un théâtre fou, brutal, clinquant, joyeusement provocateur. Un potlatch dramaturgique où la carcasse de nos sociétés « avancées » se trouve carbonisée sur la rampe festive d'une révolution permanente. Il hérite de la lucidité d'un Kafka et de l'humour d'un Jarry ; il s'apparente, dans sa violence, à Sade ou à Artaud. Mais il est sans doute le seul à avoir poussé la dérision aussi loin. Profondément politique et joyeusement ludique, révoltée et bohème, elle est le syndrome de notre siècle de barbelés et de goulags : une façon de se maintenir en sursis. »

— Dictionnaire des littératures, Éditions Bordas",Fernando Arrabal feɾˈnando arrˈaβal naître 11 août 1932 Melilla Espagne poète romancier essayiste dramaturge cinéast espagnol il voir France depuis 1955 desterrado il avoir réaliser sept long métrage il avoir publier centaine pièce théâtre quatorze roman huit cent livre poésie plusieurs essai célèbre Lettre général Franco vivant dictateur son théâtre complet publier nombreux langue deux volume plus deux mille page il cofondateur mouvement panique Roland Topor Christian Zeimert Alejandro Jodorowsky Transcendant satrap collège Pataphysique depuis 1990 pour dramaturge Panique manière être régie confusion humour terreur hasard euphorie panique manifeste troisième millénaire un thème récurrents art influencer Lewis Carroll monde magique aussi Kafka Beckett Artaud encore Alfred Jarry avoir briser convention notamment théâtre ami andy Warhol tristan Tzara avoir passer trois année groupe surréaliste André Breton le critique dramatique Mel Gussow avoir considérer comme unique survivre quatre avatar modernité un théâtre fou brutal clinquer joyeusement provocateur un potlatch dramaturgique où carcasse société avancer trouve carboniser rampe festif révolution permanent il hérite lucidité Kafka humour Jarry apparent violence Sade Artaud mais sans doute seul avoir pousser dérision aussi loin profondément politique joyeusement ludique révolter bohème syndrome siècle barbelé goulag façon maintenir sursis dictionnaire littérature édition Bordas,13
511,Jean_Genet,absurde,"Jean Genet, né le 19 décembre 1910 à Paris VIe arrondissement et mort le 14 avril 1986 à Paris XIIIe arrondissement , est un écrivain, poète et auteur dramatique français. Genet aborde notamment dans ses ouvrages l'homosexualité et l'érotisme, à travers la célébration de personnages ambivalents évoluant au sein de mondes interlopes.",Jean Genet naître 19 décembre 1910 Paris vie arrondissement mort 14 avril 1986 Paris XIIIe arrondissement écrivain poète auteur dramatique français genet abord notamment ouvrage homosexualité érotisme travers célébration personnage ambivalent évoluer sein monde interlope,13
512,Raymond_Queneau,oulipo,"Raymond Queneau, né le 21 février 1903 au Havre et mort le 25 octobre 1976 à Paris 13e, est un romancier, poète, dramaturge français, cofondateur du groupe littéraire Oulipo.",Raymond Queneau naître 21 février 1903 Havre mort 25 octobre 1976 Paris 13e romancier poète dramaturge français cofondateur groupe littéraire Oulipo,25
513,Jean_Queval,oulipo,"Jean Queval, né à Paris le 29 avril 1913 et mort à Fontainebleau le 10 décembre 1990, est un écrivain, journaliste, traducteur et critique de cinéma français. Il est un des membres fondateurs de l'Oulipo.",Jean Queval naître Paris 29 avril 1913 mort Fontainebleau 10 décembre 1990 écrivain journaliste traducteur critique cinéma français il membre fondateur Oulipo,25
514,Albert-Marie_Schmidt,oulipo,"Albert-Marie Schmidt, né à Paris le 10 octobre 1901 et mort dans la même ville le 8 février 1966, est un universitaire français, traducteur et critique littéraire.",Albert Marie Schmidt naître Paris 10 octobre 1901 mort ville 8 février 1966 universitaire français traducteur critique littéraire,25
515,Jean_Lescure_(écrivain),oulipo,"Jean Lescure, né le 14 septembre 1912 à Asnières  et décédé le 17 octobre 2005 à Paris, est un écrivain, poète et scénariste français.",Jean Lescure naître 14 septembre 1912 asnière décéder 17 octobre 2005 Paris écrivain poète scénarist français,25
516,Emmanuel_Peillet,oulipo,"Emmanuel Peillet, né le 21 janvier 1914 à Reims et mort le 1er septembre 1973  à Paris, est un professeur de lettres et de philosophie, passionné de photographie, de cactus et de plantes grasses.",emmanuel Peillet naître 21 janvier 1914 Reims mort premier septembre 1973 Paris professeur lettre philosophie passionner photographie cactus plante gras,25
517,Jacques_Duchateau,oulipo,"Jacques Marie Jean Edmond Duchateau, né le 8 novembre 1924 à Paris et mort à Mulhouse le 14 janvier 2017,, est un écrivain, scénariste et réalisateur français.",Jacques Marie Jean Edmond Duchateau naître 8 novembre 1924 Paris mort mulhouse 14 janvier 2017 écrivain scénarist réalisateur français,25
518,Claude_Berge,oulipo,"Claude Berge, né le 5 juin 1926 à Paris et mort dans cette même ville le 30 juin 2002, est un mathématicien et artiste français.
Mathématicien, il contribue notamment au développement de la théorie des graphes et de l'analyse combinatoire, et crée la notion de graphe parfait. Artiste, il est membre fondateur de l'Oulipo, nouvelliste, sculpteur et collectionneur.",Claude Berge naître 5 juin 1926 Paris mort ce ville 30 juin 2002 mathématicien artiste français mathématicien contribue notamment développement théorie graphe analyse combinatoire créer notion graphe parfaire artiste membre fondateur Oulipo nouvellist sculpteur collectionneur,25
519,Jacques_Bens,oulipo,"Jacques Bens, né à Cadolive (Bouches-du-Rhône) le 25 mars 1931 et mort dans le Vaucluse le 26 juillet 2001 (à 70 ans) est un écrivain et poète français, membre de l'Oulipo. 
Il est le mari de Madeleine Freinet, fille de Célestin Freinet.",Jacques Bens naître cadolive 25 mars 1931 mort Vaucluse 26 juillet 2001 70 an écrivain poète français membre Oulipo il mari Madeleine Freinet fille Célestin Freinet,25
520,Noël_Arnaud,oulipo,"Noël Arnaud est le nom de plume de Raymond Valentin Muller, né le 15 décembre 1919 à Paris et mort le 1er avril 2003 (à 83 ans) à Montauban, est un écrivain et un éditeur français, collectionneur de presque toutes les avant-gardes artistiques du XXe siècle.

",Noël Arnaud nom plume Raymond Valentin Muller naître 15 décembre 1919 Paris mort premier avril 2003 83 an Montauban écrivain éditeur français collectionneur presque tout artistique xx siècle,25
